Date,Open,High,Low,Close,Adj Close,Volume
2017-04-17,63.639999,64.809998,63.400002,64.459999,58.021412,2509200
2017-04-18,64.410004,65.599998,64.209999,65.239998,58.723495,4011300
2017-04-19,65.190002,65.339996,64.550003,64.629997,58.174419,2171100
2017-04-20,64.669998,65.449997,64.599998,65.040001,58.543476,2431600
2017-04-21,65.139999,65.519997,64.680000,65.139999,58.633476,3073400
2017-04-24,65.660004,65.779999,64.930000,65.389999,58.858513,2436700
2017-04-25,66.440002,66.870003,64.790001,65.129997,58.624477,4976500
2017-04-26,65.120003,65.150002,64.470001,64.529999,58.084415,2108700
2017-04-27,64.660004,65.080002,64.430000,64.610001,58.156425,1492400
2017-04-28,64.360001,64.550003,64.010002,64.260002,57.841385,2511700
2017-05-01,64.510002,64.529999,63.799999,63.869999,57.490334,1702200
2017-05-02,64.010002,64.059998,62.970001,63.220001,56.905258,1846800
2017-05-03,63.410000,63.410000,62.360001,62.650002,56.392200,1984600
2017-05-04,62.669998,63.209999,62.290001,62.970001,56.680237,2115900
2017-05-05,63.150002,63.680000,63.060001,63.330002,57.004280,2772800
2017-05-08,62.009998,62.009998,59.099998,59.480000,53.538834,10076500
2017-05-09,59.509998,59.580002,57.810001,57.880001,52.098644,5751900
2017-05-10,58.000000,58.169998,57.560001,58.040001,52.242676,4429700
2017-05-11,57.869999,58.200001,57.459999,58.049999,52.251663,3557900
2017-05-12,58.759998,59.000000,58.009998,58.240002,52.422695,2759600
2017-05-15,58.220001,58.250000,57.770000,58.070000,52.269676,2485300
2017-05-16,58.130001,58.240002,57.650002,57.849998,52.071644,2913400
2017-05-17,57.849998,58.250000,57.590000,58.020000,52.224663,2463800
2017-05-18,57.880001,58.189999,57.439999,57.830002,52.053642,3400100
2017-05-19,57.880001,58.590000,57.619999,58.560001,52.710728,2333300
2017-05-22,58.580002,58.810001,58.259998,58.439999,52.602722,2378800
2017-05-23,58.540001,58.610001,58.009998,58.419998,52.584705,3218700
2017-05-24,58.230000,58.660000,58.180000,58.430000,52.593712,1678700
2017-05-25,58.490002,58.730000,57.820000,58.099998,52.296673,1943200
2017-05-26,58.099998,58.669998,57.930000,58.340000,52.512703,1712400
2017-05-30,58.110001,58.270000,57.509998,57.939999,52.354572,2120400
2017-05-31,58.029999,58.080002,57.259998,57.340000,51.812412,3546200
2017-06-01,57.520000,58.570000,57.200001,58.480000,52.842514,3088600
2017-06-02,58.410000,58.950001,57.700001,57.889999,52.309391,2731900
2017-06-05,57.900002,58.389999,57.700001,58.270000,52.652760,1948800
2017-06-06,58.459999,59.660000,58.270000,59.369999,53.646725,2971000
2017-06-07,59.240002,60.610001,59.130001,60.470001,54.640686,3412700
2017-06-08,60.470001,61.570000,60.360001,60.520000,54.685860,3822800
2017-06-09,60.520000,61.360001,60.230000,60.750000,54.893681,2296300
2017-06-12,61.110001,61.990002,61.070000,61.270000,55.363567,2975600
2017-06-13,61.860001,62.490002,61.250000,62.380001,56.366554,2340000
2017-06-14,62.599998,63.029999,62.119999,62.509998,56.484024,2469100
2017-06-15,62.439999,62.730000,61.880001,61.959999,55.987038,2732400
