Date,Adj Close,ETS,ARIMA,ARIMAGARCH,LSTM,ESE
2022/1/21,98.093445,96.94243399,97.74987801,96.52036969,97.588592,97.75682447
2022/1/24,97.712425,97.32304168,97.92340659,97.28674358,98.731652,97.72789994
2022/1/25,97.46476,97.19765945,97.51041522,97.77600129,97.331405,97.6251668
2022/1/26,97.11232,97.04972997,97.44167859,97.76896383,97.217095,97.44633028
2022/1/27,98.350632,96.97007341,97.38689703,97.0698758,96.75988,97.41291267
2022/1/28,99.760406,98.01638515,97.41016237,97.38261182,99.588944,97.54332236
2022/1/31,100.074745,98.93212212,97.83290767,100.0066685,101.17018,97.77345201
2022/2/1,98.541145,100.3588265,98.07728599,100.7460881,100.389084,98.06549433
2022/2/2,100.017601,99.73392299,98.28628933,100.1731256,97.007545,98.79611524
2022/2/3,100.427185,100.1385872,100.0247704,100.2064248,101.494057,99.77837864
2022/2/4,99.303185,100.9064046,101.0240762,100.2387397,100.836769,100.1573904
2022/2/7,99.388901,100.3921192,99.42332449,99.85758231,98.179185,99.97684017
2022/2/8,99.455589,99.72242719,99.48311983,99.48650813,99.474617,99.49680236
2022/2/9,99.741356,98.32852084,99.58396275,99.39659991,99.522277,99.63839779
2022/2/10,95.054817,99.61364185,99.8481108,99.29254628,100.027123,98.34229226
2022/2/11,95.016708,97.29606438,95.59480324,95.88537574,90.368278,97.91439782
2022/2/14,95.207222,94.64489875,98.30027944,94.01136226,94.978599,97.1192255
2022/2/15,94.588081,94.37468769,97.46259381,92.78832184,95.397736,96.74538799
2022/2/16,94.788109,93.13372935,94.47329072,93.08511612,93.96894,95.51586284
2022/2/17,94.985321,92.89565088,94.61170398,94.20275449,94.988137,94.03551599
2022/2/18,96.024361,93.11475306,93.02155327,94.76957879,95.182533,94.47037909
2022/2/22,95.678017,95.10758726,95.77788001,95.71204143,97.063401,94.7091448
2022/2/23,93.965523,95.4432767,95.32800113,96.0594973,95.331673,95.06719722
2022/2/24,93.359421,95.00371855,94.09571052,94.72137263,92.253029,94.23720219
2022/2/25,96.418808,93.30817484,93.28789491,93.01206138,92.753319,93.56547248
2022/2/28,96.601608,95.22478091,93.31281201,94.38823413,99.478195,94.29828276
2022/3/1,96.043602,95.73705532,96.29414137,96.81523922,96.784408,95.12093655
2022/3/2,96.967186,96.03760048,95.75585627,96.96267775,95.485596,96.26467537
2022/3/3,98.747025,96.81291638,96.74402846,97.9902343,97.89077,97.04299346
2022/3/4,101.267662,98.97000681,98.62909566,98.96029282,100.526864,98.67248546
2022/3/7,102.653023,101.8025859,100.6443323,102.1188908,103.788299,99.62661274
2022/3/8,101.469681,102.8086085,99.60641029,104.1544798,104.038384,100.6679615
2022/3/9,101.334991,103.2198866,101.7531419,103.9634846,100.286339,100.9109685
2022/3/10,102.162376,102.0361589,101.3733534,102.2136204,101.200301,101.9163267
2022/3/11,102.114273,103.0254847,102.6224849,102.4313647,102.989761,102.2028902
