Date,Open,ETS,ARIMA,ARIMAGARCH,LSTM,ESE
2022/4/29,161.279999,151.6173263,161.8225447,155.0845527,157.819992,162.2455722
2022/5/2,156.309998,158.59209,160.8460866,160.4810278,165.110001,160.4208731
2022/5/3,159.570007,154.8206201,158.5939879,158.1066285,151.339997,159.6306799
2022/5/4,164.970001,158.114778,159.4519652,159.7363317,162.830016,159.5155715
2022/5/5,169.259995,162.2751248,160.5007614,164.4151516,170.369995,162.8596265
2022/5/6,168.270004,167.1432237,168.6261528,170.0589678,173.549989,165.6136745
2022/5/9,167.75,170.1012468,167.7141092,172.1782524,167.280013,167.8762102
2022/5/10,162.210007,171.2250066,167.2883685,170.3753528,167.229996,165.5886997
2022/5/11,163.580002,168.3060784,161.7636212,162.913928,156.670014,164.0895762
2022/5/12,163.220001,168.2213485,163.2167389,162.0683597,164.949997,162.6410736
2022/5/13,166.5,163.6904811,162.9428607,160.7133611,162.86,164.1913344
2022/5/16,169.0,166.2752424,166.4144036,164.266611,169.779999,165.9106854
2022/5/17,174.839996,168.6036993,168.3747918,169.7504632,171.5,169.8459435
2022/5/18,174.119995,175.2236624,174.7486352,177.0375168,180.679992,172.7047486
2022/5/19,164.630005,175.2609861,174.9908186,179.3576312,173.399994,173.6178139
2022/5/20,168.880005,166.5248656,171.113988,169.9720371,155.140015,172.8904311
2022/5/23,169.429993,171.2825293,172.5664866,167.9860612,173.130005,171.8873157
2022/5/24,170.690002,171.0107703,171.9814724,166.095773,169.979981,171.9429807
2022/5/25,173.139999,170.9432899,171.2809829,168.7008097,171.950011,173.4692808
2022/5/26,176.490005,170.7282669,177.1453869,173.6567109,175.589996,174.7844263
2022/5/27,176.520004,172.4646841,175.926909,177.9957742,179.840011,174.0351478
2022/5/31,179.960007,177.0825032,169.0331474,179.122087,176.550003,173.7722175
2022/6/1,176.729996,180.7576678,176.356596,182.0333454,183.40001,174.4131791
2022/6/2,174.740005,181.1272029,177.8497938,179.8913145,173.499985,176.9273965
2022/6/3,176.0,176.2104015,176.5757997,175.0873282,172.750014,177.5931673
2022/6/6,177.899994,176.8056882,178.3539083,175.0529251,177.259995,178.1620696
2022/6/7,177.470001,178.3346392,179.5565007,177.5987574,179.799988,179.1935777
2022/6/8,180.949997,177.7929743,179.670324,177.5171933,177.040008,179.9029295
2022/6/9,180.029999,178.8578609,180.4819639,181.4956296,184.429993,180.2848772
2022/6/10,176.369995,179.7578133,180.7023435,182.5344157,179.110001,180.3937406
2022/6/13,171.610001,176.9113276,179.9969144,178.5147049,172.709991,178.0947299
2022/6/14,169.369995,171.5353342,173.5849316,170.7491524,166.850007,174.7696517
2022/6/15,166.779999,168.7841611,170.727109,166.9242284,167.129989,170.4358845
2022/6/16,159.940002,165.4671656,166.9956127,162.9454653,164.190003,165.8296622
2022/6/17,154.880005,157.6818357,159.766265,157.467881,153.100005,163.4802335
2022/6/21,152.050003,151.9997357,163.6788228,151.4919249,149.820008,160.7123421
2022/6/22,148.070007,148.1565785,158.6919385,147.1956404,149.220001,155.6262417
2022/6/23,148.789993,143.8284995,144.5079637,142.5071244,144.090011,149.6673485
2022/6/24,145.199997,142.2273077,145.8021433,144.9836785,149.509979,144.7116532
2022/6/27,145.860001,139.7049726,143.8248525,142.7012714,141.610001,144.7268987
2022/6/28,150.880005,142.3512107,144.5537003,143.2860827,146.520005,145.9385412
2022/6/29,151.630005,148.7390049,149.4370708,149.3712654,155.900009,147.7044477
2022/6/30,144.550003,150.6218383,149.1225721,151.8051176,152.380005,147.1527092
2022/7/1,146.600006,146.0397459,142.8984847,149.3369443,137.470001,143.3049944
2022/7/5,143.649994,146.6009907,137.8939264,146.6687813,148.650009,140.739562
2022/7/6,141.660004,145.1340275,141.4262749,142.8212723,140.699982,139.6059399
2022/7/7,144.100006,143.1047347,139.4976183,138.033711,139.670014,141.0284168
2022/7/8,144.880005,142.5829817,142.1613572,141.6329514,146.540008,141.8159811
2022/7/11,141.910004,137.3000039,143.7889679,143.0551744,145.660004,142.1886721
2022/7/12,138.5,140.7468405,140.6156912,142.4594555,138.940003,140.9431906
2022/7/13,137.610001,138.6955446,138.4249128,139.1783721,135.089996,138.5151561
2022/7/14,134.309998,137.9602275,136.5048643,136.154712,136.720002,136.2899452
2022/7/15,138.960007,135.226868,133.9400583,132.3063721,131.009995,136.6782774
2022/7/18,140.559998,135.2461253,139.5899095,135.2315325,143.610016,135.8995162
2022/7/19,139.690002,139.5241284,134.1685808,140.3946703,142.159989,136.247558
2022/7/20,144.5,139.0043901,134.9841835,141.1145553,138.820006,135.6287497
2022/7/21,143.119995,143.9743948,137.7334846,145.2858826,149.309998,137.4247392
2022/7/22,145.559998,143.901715,139.5565493,145.5036539,141.73999,138.5115265
2022/7/25,145.699997,150.3608239,138.2445456,145.9036913,148.000001,139.4745229
2022/7/26,149.5,147.7263893,140.6224737,149.2149401,145.839996,142.7615677
2022/7/27,148.339996,149.7599868,149.4176839,147.866589,153.300003,146.3225337
2022/7/28,150.690002,151.6554273,148.9274435,151.6656568,147.179992,150.0217819
2022/7/29,156.539993,150.6153264,151.7202185,150.8861243,153.040008,153.1919167
2022/8/1,161.179993,156.3801647,158.9280882,156.9063004,162.389984,157.7069921
2022/8/2,160.889999,162.8753637,162.4726696,162.9175345,165.819993,161.0868953
2022/8/3,159.309998,163.2878116,161.8599281,165.1886319,160.600005,162.7238173
2022/8/4,155.320007,164.5539695,163.8388542,162.1605404,157.729997,160.9794176
2022/8/5,149.639999,157.0450075,157.2394705,155.737289,151.330016,159.044796
2022/8/8,153.589996,150.3581661,156.0560632,148.0222291,143.959991,157.9719601
2022/8/9,155.940002,153.8034795,160.6203468,148.1924581,157.539993,158.6511008
2022/8/10,156.0,155.3744381,159.2768925,152.09851,158.290008,160.0814745
2022/8/11,158.110001,155.1925487,160.3471841,156.0473259,156.059998,160.0806278
2022/8/12,158.25,157.2411885,160.6178069,159.3013059,160.220002,160.0371023
2022/8/15,155.179993,158.0919219,159.1463159,159.8289962,158.389999,158.5559626
2022/8/16,157.410004,155.6924275,155.903765,156.3563192,152.109986,157.648622
2022/8/17,156.630005,160.6910014,157.8957851,156.7920097,159.640015,157.0170964
2022/8/18,157.149994,157.434545,157.2517392,156.1546264,155.850006,157.5642123
2022/8/19,158.460007,157.4964683,157.5451127,155.410224,157.669983,157.8134467
2022/8/22,156.690002,157.7586178,158.6434882,158.3878058,159.77002,158.5149829
2022/8/23,159.100006,156.0862698,159.3563478,157.5996165,154.919997,158.9988946
2022/8/24,161.660004,158.0853349,158.9968479,158.8759739,161.51001,158.7857964
2022/8/25,163.919998,160.7573736,158.0041934,161.6512662,164.220002,160.2856965
2022/8/26,164.179993,162.9963511,163.8560482,165.0408217,166.179992,162.120478
2022/8/29,163.889999,165.2128257,164.5011922,167.885334,164.439988,164.2702369
2022/8/30,162.320007,165.7748024,164.4534704,165.4864309,163.600005,164.3645918
2022/8/31,157.610001,165.6584228,164.1391126,163.0025588,160.750015,163.3047863
2022/9/1,156.479996,158.0365004,161.3217759,157.0071331,152.899995,160.8296471
2022/9/2,158.240005,156.4129955,157.0280527,154.5900477,155.349991,159.5827081
2022/9/6,159.889999,157.6823382,160.3982959,154.2778115,160.000014,159.481725
2022/9/7,154.059998,159.4444936,161.0188265,158.8592838,161.539993,160.4417382
2022/9/8,155.589996,153.5505955,159.9080922,155.8083061,148.229997,159.92882
2022/9/9,158.410004,153.9367277,158.8595414,154.6210451,157.119994,159.0637973
2022/9/12,162.809998,155.0861949,158.4237583,155.7591508,161.230012,159.8816773
2022/9/13,161.410004,162.310977,162.3617322,161.1128574,167.209992,160.7524462
2022/9/14,160.940002,161.2082147,161.4718481,163.3731753,160.01001,161.6093904
2022/9/15,160.679993,162.090035,160.9945909,163.7694683,160.47,161.0379451
2022/9/16,160.520004,162.4252747,160.6473962,161.4656467,160.419984,160.578142
2022/9/19,152.929993,161.2023962,160.092439,160.427224,160.360015,159.3931364
2022/9/20,156.039993,153.1456594,157.439574,153.8191499,145.339982,157.982195
2022/9/21,158.309998,155.3023073,156.4145719,151.0463229,159.149993,156.893059
2022/9/22,157.600006,153.2037602,156.8250311,155.1355229,160.580003,156.7610218
2022/9/23,149.75,155.6188386,157.0434624,156.7663362,156.890014,154.4498896
2022/9/26,143.570007,151.5626611,149.4811753,156.1618704,141.899994,153.6251218
2022/9/27,142.289993,146.4606488,154.3507276,141.1424976,137.390014,148.5242401
2022/9/28,142.080002,141.3892253,141.7408175,138.2001467,141.009979,144.4455127
2022/9/29,144.509995,139.6566056,137.2449932,135.3797601,141.870011,139.4685386
2022/9/30,144.029999,142.4828288,139.4198051,142.4261507,146.939988,138.3242135
2022/10/3,148.970001,142.3677421,138.3078421,143.6434453,143.550003,141.9060582
2022/10/4,154.429993,147.4693339,147.9905273,149.3029276,153.910003,146.3646304
2022/10/5,155.839996,154.231992,152.7955216,156.6414379,159.889985,149.3237439
2022/10/6,157.339996,157.1359096,147.1851827,159.3217287,157.249999,149.0040799
2022/10/7,162.509995,159.4793475,147.0315355,161.1429911,158.839996,148.1075716
2022/10/10,161.0,164.6213851,150.1059965,165.2934894,167.679994,152.7280975
2022/10/11,154.75,166.8320929,161.0467606,164.5232316,159.490005,155.3015623
2022/10/12,156.139999,162.856245,154.7519298,158.8353259,148.5,157.3748906
2022/10/13,156.350006,157.6505594,156.3259814,155.5057533,157.529998,155.9191339
2022/10/14,164.039993,156.9937321,156.6794904,154.3215205,156.560013,159.3586622
2022/10/17,163.289993,159.9414972,165.0705149,163.4717202,171.72998,161.973009
2022/10/18,162.360001,160.8103337,164.1690215,165.1414337,162.539993,164.3573517
2022/10/19,163.589996,161.8799086,163.8325188,166.305081,161.430009,164.272284
2022/10/20,169.300003,164.0902029,164.8153117,165.4665584,164.819991,166.1020093
2022/10/21,169.149994,169.5562222,169.6581975,168.1992808,175.01001,168.3905937
2022/10/24,172.080002,171.2340551,170.698272,170.7973235,168.999985,170.8160239
2022/10/25,173.059998,173.1094357,172.0916021,174.1727637,175.01001,172.4112025
2022/10/26,175.320007,174.9234236,174.4437334,177.4290204,174.039994,174.3758621
2022/10/27,179.889999,176.8484549,176.5922509,175.8508985,177.580016,175.8769001
2022/10/28,181.470001,180.8613035,176.594716,181.5275373,184.459991,177.4294948
2022/10/31,178.059998,183.5549091,179.1015174,184.2486915,183.050003,178.5477637
2022/11/1,183.869995,183.1512783,179.9470576,182.1319473,174.649995,181.2163672
2022/11/2,180.929993,185.3321896,184.6005267,184.0977992,189.679992,182.4745237
2022/11/3,177.970001,184.8983532,182.8759867,182.4794457,177.989991,182.7937349
2022/11/4,184.839996,182.7603532,180.9046914,178.9440081,175.010009,183.6870725
2022/11/7,182.5,182.9463722,187.2805394,183.8318583,191.709991,185.2801843
2022/11/8,185.320007,179.3904652,187.655322,183.9759403,180.160004,187.7626391
2022/11/9,183.610001,184.7352508,188.3520559,185.5165784,188.140014,186.8531414
2022/11/10,182.229996,185.1140829,184.5520462,188.4041191,181.899995,187.0970745
2022/11/11,184.050003,184.313466,188.3871213,182.951854,180.849991,186.0450276
2022/11/14,186.309998,184.2971419,185.1959153,183.6713261,185.87001,186.8708111
2022/11/15,187.119995,186.2637924,187.0293967,184.5663307,188.569993,186.7469094
2022/11/16,186.539993,187.378144,188.015416,187.8389013,187.929992,187.6560409
2022/11/17,181.509995,187.0503785,187.9233099,188.5879314,185.959991,187.5452767
2022/11/18,180.960007,184.9147903,186.6971044,181.9215899,176.479997,185.9892072
2022/11/21,179.729996,183.4920505,183.3472074,179.8007429,180.410019,183.3465879
2022/11/22,183.75,179.4151868,179.995452,177.6577572,178.499985,182.4724623
2022/11/23,183.210007,182.9365769,184.0747274,180.5401642,187.770004,182.676483
2022/11/25,184.889999,182.6476278,183.9592694,183.2388378,182.670014,184.0458385
2022/11/28,180.279999,184.2666419,184.1035187,185.7469552,186.569991,182.7830402
2022/11/29,180.259995,180.73807,180.2863325,184.3416761,175.669999,181.6269836
2022/11/30,182.850006,180.1310554,180.4910997,179.9100258,180.239991,180.9902581
2022/12/1,184.259995,182.3389095,182.1933421,180.6271756,185.440017,181.645797
2022/12/2,181.529999,182.8848598,182.2529494,183.3718856,185.669984,182.0276656
2022/12/5,182.669998,182.399506,181.6367053,182.7273925,178.800003,180.591304
2022/12/6,175.509995,182.506381,177.8842574,183.2124278,183.809997,178.5999482
2022/12/7,171.059998,178.6016456,176.2788819,175.832499,168.349992,175.4084137
2022/12/8,176.25,174.9638969,172.0621019,168.5763445,166.610001,174.7357398
2022/12/9,172.300003,174.0107493,175.8662357,170.8411296,181.440002,174.2598746
2022/12/12,168.929993,171.1845596,174.8512862,169.5459051,168.350006,174.7620768
2022/12/13,173.570007,167.230085,173.5687084,167.9580258,165.559983,173.8903442
2022/12/14,174.490005,168.022772,173.2510381,172.0951212,178.210021,172.9425723
2022/12/15,170.600006,170.1238227,172.0079704,173.4981547,175.410003,171.8098202
2022/12/16,168.529999,170.2478549,170.1704521,172.2443351,166.710007,170.2729276
2022/12/19,170.110001,170.7125971,168.6403604,170.0694172,166.459992,168.9541403
2022/12/20,169.809998,169.4457582,168.0516083,169.203075,171.690003,167.9483536
2022/12/21,175.190002,168.798454,167.153092,167.7129603,169.509995,167.7631376
2022/12/22,175.160004,172.4429716,168.0847126,175.12119,180.570006,167.6847158
2022/12/23,174.100006,173.0899644,167.8163427,176.64876,175.130006,169.7985293
2022/12/27,178.360001,174.4696963,173.4945327,176.7246534,173.040008,173.0689706
2022/12/28,178.860001,178.7616056,177.8960363,179.4943199,182.619996,177.3257323
2022/12/29,176.649994,180.027069,180.5866278,179.7675328,179.360001,178.3539621
2022/12/30,178.029999,180.3661976,176.5792222,179.3290597,174.439987,178.4357801
2023/1/3,178.039993,180.0468883,178.1414903,178.9611584,179.410004,177.6999351
2023/1/4,170.949997,179.4444112,178.3790926,178.3184681,178.049987,177.7530923
2023/1/5,171.5,175.54011,176.738694,171.9254656,163.860001,175.7318063
2023/1/6,177.020004,171.2343884,172.0776324,169.2230863,172.050003,175.210166
2023/1/9,178.259995,171.511447,176.8141715,172.0986812,182.540008,175.4585407
2023/1/10,176.399994,174.839983,177.4838182,178.3101348,179.499986,177.0660679
2023/1/11,177.889999,175.5929256,176.9002139,178.4350495,174.539993,177.5374547
2023/1/12,175.990005,177.5742251,178.2283319,179.6132144,179.380004,177.1574759
2023/1/13,177.089996,177.0330921,176.343882,176.5477438,174.090011,177.3528664
2023/1/17,178.440002,177.6100438,177.4863852,175.3753041,178.189987,177.2927835
2023/1/18,180.820007,179.0456636,178.0480832,177.956664,179.790008,178.7903407
2023/1/19,176.610001,181.2905769,180.8365538,180.6705471,183.200012,178.8545627
2023/1/20,178.809998,178.416231,177.6790511,180.4578134,172.399995,178.7954557
2023/1/23,181.210007,178.8340574,177.8707622,178.6492237,181.009995,178.1461305
2023/1/24,181.089996,180.4418537,178.8885783,179.7944288,183.610016,179.1904366
2023/1/25,179.289993,181.3108485,180.8119693,181.3678056,180.969985,180.0073509
2023/1/26,184.990005,180.9460737,180.3215053,181.3704091,177.48999,181.1118665
2023/1/27,184.229996,180.9258889,182.2021251,184.0097245,190.690017,182.2501834
2023/1/30,178.0,183.1652794,184.2269199,184.9848417,183.469987,183.8123184
2023/1/31,172.75,185.5884671,185.0079103,180.8547439,171.770004,182.2217975
2023/2/1,173.309998,173.1885602,177.4305625,171.5959476,167.5,179.2597945
2023/2/2,171.130005,172.4134036,175.3409108,170.4513663,173.869996,176.5633688
2023/2/3,169.860001,169.7991665,176.9186332,166.5477173,168.950012,173.9688542
2023/2/6,169.559998,168.0816187,169.6470187,167.4193887,168.589997,173.2605854
2023/2/7,170.070007,167.4780531,173.2161043,167.8105362,169.259995,171.5439329
2023/2/8,172.479996,167.7727908,171.7686757,168.1770184,170.580016,172.4938063
2023/2/9,170.229996,171.1363297,172.496639,172.1927307,174.889985,171.3361346
2023/2/10,170.800003,169.6880806,169.7430893,171.9027855,167.979996,170.7446601
2023/2/13,171.320007,170.1615317,169.9942521,171.4303378,171.37001,169.7837441
2023/2/14,170.479996,171.0594714,169.6138909,171.3056399,171.840011,169.7926673
2023/2/15,169.399994,171.0571914,169.7698589,170.3334594,169.639985,169.3347684
2023/2/16,168.190002,170.4245733,168.6205554,169.7233698,168.319992,168.5902674
2023/2/17,164.729996,168.3409205,167.3803879,167.6651921,166.98001,166.7209496
2023/2/21,162.179993,164.1264954,164.1619053,163.6433398,161.26999,164.3479666
2023/2/22,160.279999,159.7941384,161.5016064,160.3183481,159.62999,161.7040237
2023/2/23,162.25,158.9278318,159.4485592,157.9846283,158.380005,160.6947752
2023/2/24,160.770004,160.4375753,161.1341601,159.0462828,164.220001,160.4201272
2023/2/27,163.009995,157.6654803,160.6776624,159.6390623,159.290008,161.3846233
2023/2/28,164.320007,161.4657103,162.3420474,162.3545649,165.249986,161.3708236
2023/3/1,160.919998,163.5915079,161.0927608,164.4707746,165.630019,161.3201426
2023/3/2,161.979996,160.7196183,160.5256196,162.3497887,157.519989,160.7886424
