Date,Adj Close,ETS,ARIMA,ARIMAGARCH,LSTM,ESE
2022/1/21,183.886795,182.8947005,182.0684758,182.9093427,186.061554,183.1190974
2022/1/24,186.625015,181.7182444,182.1427474,181.9160319,181.712036,182.5201276
2022/1/25,181.405579,179.961454,183.3491596,184.3895976,189.363235,181.7825644
2022/1/26,181.553848,179.645686,179.8557863,183.5413092,176.186143,180.9510216
2022/1/27,181.109009,179.7475865,179.648119,179.1974442,181.702117,179.3307736
2022/1/28,186.259262,180.1779691,178.4884156,179.7097468,180.66417,178.8424328
2022/1/31,188.127563,182.131496,178.3907639,183.1628313,191.409515,181.1596525
2022/2/1,189.205078,187.3114845,186.5997778,189.0464406,189.995864,181.3803937
2022/2/2,187.801361,189.5226445,179.1506393,191.4509622,190.282593,184.1447677
2022/2/3,183.23436,188.9580393,186.6838858,191.3792515,186.397644,182.7099206
2022/2/4,181.929474,184.2137827,182.2952368,183.7873205,178.667359,183.2924084
2022/2/7,180.328064,181.9383508,180.8981025,180.6110797,180.624588,180.9309399
2022/2/8,183.481491,180.1811016,179.5994805,178.0622901,178.726654,181.1605279
2022/2/9,186.664566,182.6965033,182.9840007,179.8141218,186.634918,182.6060601
2022/2/10,186.7733,186.0655174,185.2346991,186.5134938,189.847641,184.2052904
2022/2/11,184.855545,186.6511933,184.3971714,188.0759323,186.882034,184.7708187
2022/2/14,181.781204,184.5863,184.6805854,188.6463171,182.93779,183.2961054
2022/2/15,186.941345,181.3523503,180.8105595,181.7727909,178.706863,182.2340077
2022/2/16,189.521423,186.5895363,181.2108781,184.3595988,192.101486,182.7147998
2022/2/17,185.458557,188.6648081,186.1229618,188.1415658,192.101501,184.3018932
2022/2/18,183.184921,187.685035,185.5718396,188.0960074,181.395691,185.0914613
2022/2/22,180.960709,185.138493,183.5795824,185.7213926,180.911285,183.4533078
2022/2/23,173.289719,182.9760732,181.2085013,180.0924225,178.736497,179.2806071
2022/2/24,175.118484,172.886588,173.0537375,171.2864085,165.618729,176.2878274
2022/2/25,181.375916,173.4839755,174.6012432,170.7508507,176.947249,175.7994151
2022/2/28,179.761078,179.3782972,179.7432646,176.3446233,187.633348,177.8194523
2022/3/1,172.816345,174.4042988,179.113849,179.7942744,178.14624,179.1042947
2022/3/2,176.590866,171.7874846,178.4557706,175.2302591,165.871612,177.8948265
2022/3/3,175.669556,174.0352784,176.11486,175.7877229,180.365387,176.5648119
2022/3/4,175.451584,174.6445678,175.123805,173.3953323,174.748246,175.2422414
2022/3/7,168.595993,175.2333687,174.4880591,174.1216544,175.233612,173.7053043
2022/3/8,169.358826,171.0830309,171.5040489,173.4558567,161.740402,171.9615477
2022/3/9,175.124634,168.5370499,169.892535,167.5656618,170.121659,170.3147356
2022/3/10,173.747574,170.086531,169.5476228,171.3716629,180.890442,169.7307414
2022/3/11,173.688156,171.3672814,169.7520665,173.1849261,172.370514,170.6983866
2022/3/14,176.263947,171.9205163,172.7954706,174.9629292,173.628738,171.9601648
2022/3/15,180.315857,175.5302091,173.3329573,177.1458388,178.839738,175.1273003
2022/3/16,179.592651,180.5432665,179.2534732,180.7658311,184.367767,176.0176566
2022/3/17,181.366013,180.897301,175.4665393,181.4419142,178.869445,177.012429
2022/3/18,181.762283,182.8248524,176.3172746,184.0159482,183.139375,177.8879226
2022/3/21,180.632904,183.8605397,181.879954,183.4667047,182.158553,178.8914543
2022/3/22,180.355515,183.4418064,178.4771345,181.6832354,179.503525,180.1707607
2022/3/23,175.689331,181.4911168,180.1551935,180.898725,180.078126,178.3461357
2022/3/24,179.156738,176.0740498,176.4060791,175.1717533,171.023147,178.5351115
2022/3/25,182.990753,178.5598079,179.0440619,175.1570512,182.624145,179.2523873
2022/3/28,185.546722,179.8177242,182.307021,180.7053003,186.824768,181.888088
2022/3/29,189.549133,182.3702284,184.3131811,186.6827636,188.102691,184.8234552
2022/3/30,185.378311,190.0022027,187.8501634,192.0871837,193.551544,186.274145
2022/3/31,181.990158,186.8389783,186.6590905,190.3541069,181.207489,185.9274773
2022/4/1,182.465668,183.3714932,183.273178,182.7993734,178.602005,185.2881865
2022/4/4,181.732574,187.253259,185.932291,181.5589418,182.941178,184.8827548
2022/4/5,180.652725,182.1412046,185.4427954,179.0188927,180.99948,184.3172153
2022/4/6,177.333893,180.5586761,181.5765593,179.2586885,179.572876,182.342545
2022/4/7,174.431168,176.6456743,180.0082802,178.390194,174.015061,180.797423
2022/4/8,175.263367,173.9368135,180.8074294,172.8376616,171.528443,178.6522048
2022/4/11,174.530228,172.7425909,175.1409047,172.0243224,176.095566,176.5055481
2022/4/12,173.866486,172.7432769,173.5683103,172.3017025,173.797089,174.0516944
2022/4/13,174.827423,172.5444749,173.4458682,172.8190335,173.202744,173.9184981
2022/4/14,173.143265,173.4720839,174.7413157,174.0535183,175.78836,173.5179595
2022/4/18,172.370529,172.2155114,172.3666945,173.2153744,171.459107,172.9413425
2022/4/19,175.560562,171.6037026,171.7160174,172.2360984,171.597793,172.8871776
2022/4/20,180.930099,173.7672353,174.5788211,174.6011396,178.750595,175.5297363
2022/4/21,179.681839,181.2941772,180.2943705,181.6926399,186.299636,177.977185
2022/4/22,169.487625,180.4494854,179.0583633,181.8822623,178.433579,176.044839
2022/4/25,174.371704,176.2908791,168.7817831,173.8414771,159.293411,173.8564302
2022/4/26,168.91301,175.0459537,173.7291442,172.9032895,179.255783,170.2827642
2022/4/27,170.488205,171.646109,168.3373654,166.4669686,163.454316,170.9690969
2022/4/28,176.224304,170.4277789,170.840781,163.3609199,172.0634,171.4546526
2022/4/29,170.686325,169.1080136,175.1858115,174.7307362,181.960403,172.4674036
2022/5/2,170.418869,166.2557645,171.3756183,171.7163339,165.148346,172.606651
2022/5/3,175.283157,169.0186163,171.2585232,170.5840398,170.151413,171.6295288
2022/5/4,183.704025,173.4738291,172.2544448,173.3676889,180.147445,172.7262791
2022/5/5,175.431778,178.8845749,174.6658692,181.5996416,192.124893,173.9652439
2022/5/6,168.298798,178.743906,174.9754179,181.2914613,167.159531,174.3856083
2022/5/9,161.433273,175.0927031,173.5155378,172.8615628,161.165818,173.0445249
2022/5/10,160.036407,161.5058837,170.6426191,158.9825384,154.567748,170.6164802
2022/5/11,156.628433,158.4597417,167.6912836,153.8840044,158.639541,164.764974
2022/5/12,163.573181,154.5788118,155.9610193,151.3227206,153.220459,161.8126588
2022/5/13,166.456085,160.2488046,161.7856736,160.3934166,170.517929,160.0152248
2022/5/16,158.639542,154.1727007,162.2989815,166.5090605,169.338989,162.2093582
2022/5/17,163.345322,156.7599939,162.5434196,164.2421303,150.822999,162.2799814
2022/5/18,159.035797,161.7634874,161.9975432,164.6475899,168.051102,161.1233719
2022/5/19,158.817841,159.8597101,158.8291529,159.8873431,154.726272,159.5654048
2022/5/20,158.540451,162.6575573,157.8695184,154.476893,158.599885,157.889378
2022/5/23,162.384338,159.1032712,156.9694627,160.2821825,158.263061,158.9450049
2022/5/24,159.739212,154.2466029,161.9960336,157.7580417,166.228225,159.265251
2022/5/25,159.154694,158.7158439,158.8302567,160.3226359,157.094086,159.66192
2022/5/26,163.157135,158.7566182,158.1594698,160.2332603,158.570176,159.60018
2022/5/27,168.550049,162.1315392,161.8108134,162.4065096,167.159576,162.0044593
2022/5/31,163.743103,168.620185,166.0430946,167.6091822,173.942963,163.8123389
2022/6/1,163.415359,166.3962329,163.5831087,167.7058964,158.936157,164.3064728
2022/6/2,167.32843,166.268224,163.293215,165.8491882,163.087615,164.4875913
2022/6/3,164.805801,166.9274024,166.5864503,166.5789185,171.241501,164.9816614
2022/6/6,165.590393,167.4664213,165.0653187,164.6935631,162.283172,165.8904877
2022/6/7,168.113037,167.1786481,166.0196941,165.5773873,166.374985,165.8721531
2022/6/8,161.895813,163.7814761,166.5314463,168.229383,170.635681,166.0542684
2022/6/9,159.979004,163.4396251,165.6116646,163.5465211,155.678589,164.9043755
2022/6/10,155.281357,165.4021358,162.5700155,159.7486304,158.062195,163.8537405
2022/6/13,151.924454,154.8175676,163.3795413,153.1960998,150.58371,162.6690743
2022/6/14,150.007629,150.5439787,162.057666,146.0162728,148.567551,158.4093119
2022/6/15,150.414841,147.7077819,149.7907285,145.9365999,148.090804,155.1436573
2022/6/16,143.939407,147.7484881,153.5825773,146.3647992,150.822053,151.640903
2022/6/17,143.661316,141.9205283,151.5494033,143.5939137,137.463973,148.9139568
2022/6/21,143.681183,139.8389932,141.6098898,141.4320291,143.383225,144.9921279
2022/6/22,142.846924,139.3276946,141.8170907,140.4164251,143.70105,141.6115544
2022/6/23,140.48317,139.5620693,141.4076829,140.4972041,142.012665,140.7167295
2022/6/24,144.823318,138.3181057,138.9254149,139.4640284,138.119416,140.9590031
2022/6/27,144.962372,140.1434212,142.5439117,143.085551,149.163466,141.6041
2022/6/28,142.39006,143.7037479,143.3429734,144.8906158,145.101426,141.3183974
2022/6/29,142.300674,142.2962057,138.0683072,144.4187005,139.817748,139.2665055
2022/6/30,141.128754,143.0451208,136.3882359,143.4451801,142.211288,138.0239395
2022/7/1,141.496216,142.0537148,139.6152753,140.7133757,139.956834,138.6990972
2022/7/5,143.641464,141.7677211,140.0937802,139.5634369,141.863678,140.7158859
2022/7/6,144.65448,142.27712,142.4386022,143.2770859,145.786712,142.0941112
2022/7/7,146.273331,144.6270986,143.749951,145.1379161,145.667496,143.9377767
2022/7/8,145.409286,146.3829098,145.6247769,147.2959147,147.892182,144.7905238
2022/7/11,147.067871,145.8582404,144.9968436,148.0690851,144.545241,145.8274983
2022/7/12,147.475067,147.6759259,146.8608745,147.9183441,148.726456,146.8835153
2022/7/13,145.2901,148.4248915,148.7928277,148.0477421,147.882263,147.0748151
2022/7/14,146.263412,147.4491156,145.570743,146.4202012,143.105133,146.9358646
2022/7/15,147.703476,146.8224255,146.4440231,146.2593734,147.236724,146.6180159
2022/7/18,147.385666,146.1814696,147.8392814,147.349689,149.14354,147.3430893
2022/7/19,151.527176,147.5986992,147.7459633,147.58659,147.067856,148.5707207
2022/7/20,153.523438,149.6471376,150.1269174,151.8162689,155.668686,150.5698228
2022/7/21,155.39061,154.1744555,153.8365877,154.7100561,155.5197,153.3059845
2022/7/22,154.586121,156.3834796,155.9544485,157.4568394,157.257782,155.0399759
2022/7/25,155.330978,156.0696558,155.3288915,159.0919111,153.781632,155.6481326
2022/7/26,155.142303,158.2688083,155.6610579,156.6449291,156.075835,155.6479821
