Date,Adj Close,ETS,ARIMA,ARIMAGARCH,LSTM,ESE
2022/1/21,464.721191,468.7279954,469.3141321,467.1212021,456.154723,468.5299594
2022/1/24,471.373016,461.1032829,457.618105,460.3438822,459.243774,463.8842305
2022/1/25,453.973633,450.4811395,464.7204545,458.6054131,478.024841,457.254468
2022/1/26,445.357819,453.3773848,449.4248444,451.4106834,436.57425,451.4383463
2022/1/27,445.8414,450.6779466,440.1697401,443.7399588,436.742005,443.1264472
2022/1/28,453.707153,431.8580862,439.7847572,436.6117322,446.324981,442.4496775
2022/1/31,470.020905,440.6944868,447.3945352,439.9925254,461.572906,450.2382512
2022/2/1,467.533966,465.1664746,463.535461,471.3353543,486.334657,453.3223627
2022/2/2,465.106079,466.9067763,449.0370917,473.9274148,465.047027,458.1854771
2022/2/3,452.05899,465.9170896,461.9838786,476.4167267,462.678192,452.4502131
2022/2/4,442.75235,452.4702072,446.3296689,454.3501694,439.011901,450.128658
2022/2/7,443.226074,443.2119259,442.0724266,438.7864476,433.44571,442.1972475
2022/2/8,446.255951,442.7926526,438.1896471,433.293646,443.699798,441.203069
2022/2/9,458.95755,444.5926657,443.3471335,437.5085545,449.285828,444.6870851
2022/2/10,447.746155,455.4347927,452.5244746,457.3621367,471.659149,447.4148848
2022/2/11,440.709412,445.7496901,446.3730463,457.0919327,436.53476,446.1381023
2022/2/14,445.041992,438.8728082,439.5167859,445.4379363,433.672669,442.9707741
2022/2/15,453.559113,443.037316,443.02249,442.2405567,449.374572,441.7455325
2022/2/16,454.161133,449.9543974,442.6973215,452.8516097,462.076234,444.0870214
2022/2/17,440.087646,451.2430785,446.5412528,454.9746928,454.763153,443.2721446
2022/2/18,448.881104,446.2141643,440.5778595,450.5356602,426.014159,443.8731949
2022/2/22,424.494263,445.4204441,444.5004724,447.2037512,457.674562,436.9791835
2022/2/23,409.986572,437.0114053,425.8592188,426.7999811,400.107422,426.7485571
2022/2/24,430.366486,407.8590674,409.88598,405.0537208,395.478881,420.7069675
2022/2/25,443.512299,419.7032054,426.3757037,415.7981698,450.7464,421.5380407
2022/2/28,452.582031,421.8824979,428.3524384,433.0760562,456.658112,429.7368225
2022/3/1,456.460663,449.791927,434.4823254,457.015203,461.651763,439.3079656
2022/3/2,469.261017,456.7365083,455.0891329,468.7154733,460.339295,452.9237387
2022/3/3,463.309937,472.1711566,469.1997577,479.3726513,482.061371,457.8469126
