 ,Adj Close,ETS,ARIMA,ARIMAGARCH,LSTM,ESE
2022/8/4,170.570007,161.9579937,169.011108,168.5191762,177.410004,166.1301144
2022/8/5,167.110001,168.4030848,169.5141283,173.1694205,172.340011,168.702066
2022/8/8,170.25,167.0383553,167.5809618,173.2590133,163.649995,168.85254
2022/8/9,168.529999,170.9533656,169.4625298,172.085154,173.389999,168.5467183
2022/8/10,178.339996,172.907091,168.5966634,169.5149872,166.809998,168.2999415
2022/8/11,177.490005,177.2661767,166.8406313,176.3520226,188.149993,167.1715344
2022/8/12,180.5,178.5565452,166.0773083,183.4987028,176.640014,171.8379002
2022/8/15,180.889999,181.5937297,182.5957609,184.2582582,183.509995,177.3288482
2022/8/16,179.470001,182.8614491,183.3134754,187.6773353,181.279998,182.8892102
2022/8/17,174.850006,182.0443506,182.7583943,181.6263087,178.050003,181.1585098
2022/8/18,174.660004,177.9733714,177.4036596,176.5187621,170.230011,179.4040237
2022/8/19,167.960007,175.5080011,178.0500173,173.3636585,174.470002,178.2869272
2022/8/22,163.050003,168.2770827,179.4071047,166.7554553,161.26001,177.1245687
2022/8/23,161.110001,161.2588372,173.9165843,160.2698105,158.139999,175.7516186
2022/8/24,163.259995,158.6132683,173.9311667,156.3482702,159.169999,173.04748
2022/8/25,168.779999,158.2085439,171.294689,157.090128,165.409989,171.3655598
2022/8/26,161.779999,166.5106652,168.8708236,167.3510227,174.300003,167.2399366
2022/8/29,159.169998,160.2248561,161.5542971,164.6697509,154.779999,163.0043319
2022/8/30,157.160004,158.4126111,158.587875,160.6194284,156.559997,158.6863249
2022/8/31,162.929993,155.697535,155.9168025,155.7362356,155.15001,158.627672
2022/9/1,165.360001,159.8413366,161.3783385,154.177137,168.699982,159.5202618
2022/9/2,160.320007,161.9793771,161.2656445,165.169843,167.790009,160.6096867
2022/9/6,158.539993,160.4007775,159.1850772,163.7959309,155.280013,159.3228395
2022/9/7,160.389999,158.3137754,157.5177969,160.1987362,156.759979,156.9186493
2022/9/8,162.059998,159.6150931,154.0530739,159.7196116,162.240005,157.4949094
2022/9/9,169.149994,161.7173967,160.9138574,159.2188125,163.729997,161.0868171
2022/9/12,168.960007,165.5565928,168.29352,169.789877,176.23999,165.8747772
2022/9/13,153.130005,167.1364973,168.4169541,171.8558626,168.77002,163.6228185
2022/9/14,151.470001,161.8388343,154.1579814,159.7829087,137.300003,159.3896225
2022/9/15,149.550003,158.159717,155.5939319,148.8622262,149.809997,155.1688856
2022/9/16,146.289993,148.4414567,155.7547434,143.9872957,147.630005,154.3902321
2022/9/19,148.020004,144.444557,151.822021,139.4593627,143.029983,152.4431617
2022/9/20,146.089996,145.0485675,149.7527206,144.6669871,149.750015,150.1254524
2022/9/21,142.119995,140.2618225,148.8016155,144.7142925,144.159988,148.7484925
2022/9/22,142.820007,138.9498838,147.6911413,142.1273922,138.149994,145.9830333
2022/9/23,140.410004,140.0077371,141.4563431,141.486974,143.520019,142.7957953
2022/9/26,136.369995,138.0518559,139.2399016,138.9394753,138.000001,138.6150067
2022/9/27,134.399994,137.4173389,135.1487755,135.2656133,132.329986,135.7007204
2022/9/28,141.610001,133.5938165,132.7134841,132.7856103,132.429993,135.6210224
2022/9/29,136.410004,134.2490097,139.0008077,136.7946233,148.820008,135.5576027
2022/9/30,135.679993,134.6013796,134.9585164,136.7511342,131.210007,135.9369061
2022/10/3,138.610001,134.2557221,133.8513944,136.761835,134.949982,135.0701781
2022/10/4,140.279999,136.3335127,136.4006235,137.9922493,141.540009,133.6852429
2022/10/5,138.979996,138.4665128,130.8037108,140.202042,141.949997,134.9013381
2022/10/6,139.070007,143.7947994,137.49968,139.5001752,137.679993,134.988143
2022/10/7,133.449997,139.9794921,136.6610382,140.6823741,139.160018,135.7311454
2022/10/10,133.789993,136.9812197,133.032718,133.3309148,127.829987,134.2255947
2022/10/11,128.539993,133.1966771,132.983028,132.1417724,134.129989,132.5446747
2022/10/12,127.5,128.1650162,131.618278,128.08786,123.289993,131.677543
2022/10/13,130.289993,126.1518803,130.4313231,122.4385372,126.460007,130.3155087
2022/10/14,126.760002,126.7232669,128.8969249,126.6447298,133.079986,129.2003787
2022/10/17,134.039993,124.0571704,128.2728881,125.8468368,123.230011,128.7798999
2022/10/18,132.800003,127.3132672,129.1698867,132.8558261,141.319984,129.8705994
2022/10/19,133.229996,131.905958,132.1690234,136.2143024,131.560013,130.5554044
2022/10/20,131.529999,132.8087787,130.3273031,134.8503346,133.659989,130.8913782
2022/10/21,130.009995,132.6976749,130.177808,136.0646933,129.830002,130.0206363
2022/10/24,129.720001,133.0230475,129.5567978,130.0004796,128.489991,129.6274186
2022/10/25,137.509995,130.936981,129.14765,128.544221,129.430007,129.3572551
2022/10/26,129.820007,134.528439,129.3673174,134.7999066,145.299989,129.5331147
2022/10/27,97.940002,132.4406724,130.0843766,133.3544,122.130019,124.185693
2022/10/28,99.199997,114.6638414,113.105385,106.1927474,66.059997,119.7574446
2022/10/31,93.160004,95.02288197,116.0825721,90.69799441,100.459992,112.6654706
2022/11/1,95.199997,87.83716696,108.8084546,77.18998125,87.120011,109.6473381
2022/11/2,90.540001,85.37156586,104.0509875,80.34033209,97.23999,103.5966532
2022/11/3,88.910004,77.87636177,97.93051755,85.61446463,85.880005,98.24345653
2022/11/4,90.790001,73.14123865,92.74886454,84.61487726,87.280007,92.91279448
2022/11/7,96.720001,84.53581937,88.05900134,87.96521831,92.669998,90.73017347
2022/11/8,96.470001,92.81782731,91.38265452,94.15650432,102.650001,89.59661433
2022/11/9,101.470001,95.98505889,89.34818714,97.75531527,96.220001,89.20130764
2022/11/10,111.870003,101.3774786,86.87308127,103.3891856,106.470001,95.15871629
2022/11/11,113.019997,113.7586698,109.2548805,113.3812956,122.270005,105.4451261
2022/11/14,114.220001,115.8661922,120.2074165,118.8604671,114.169991,116.5746095
2022/11/15,117.080002,118.4127877,120.2615317,120.1065099,115.420005,120.2008546
2022/11/16,113.230003,123.4988586,120.1336157,121.0212378,119.940003,117.6930034
2022/11/17,111.449997,121.9262022,112.6838629,115.4031509,109.380004,114.6577258
2022/11/18,112.050003,114.3032254,111.1556987,111.5287079,109.669991,112.0272701
2022/11/21,109.860001,113.8486663,112.2422486,111.152275,112.650009,111.4446654
2022/11/22,111.440002,110.6361104,110.9360487,108.302874,107.669999,112.3849463
2022/11/23,112.239998,110.7151783,113.9765415,110.0099636,113.020003,112.8554651
2022/11/25,111.410004,108.0184722,113.653805,111.5405926,113.039994,115.9656483
2022/11/28,108.779999,109.6048585,120.2665984,111.8934212,110.58001,114.6668769
2022/11/29,109.459999,108.3488531,110.0802271,110.3672962,106.149994,113.6616432
2022/11/30,118.099998,109.4469554,110.6381042,108.9061398,110.139999,113.3013202
2022/12/1,120.440002,113.8888907,119.1856294,115.2968304,126.739997,117.2200576
2022/12/2,123.489998,121.062449,121.8364391,122.4627478,122.780006,121.709676
2022/12/5,122.43,124.8448809,124.1069595,126.9081803,126.539994,123.0477293
2022/12/6,114.120003,124.4453141,123.1997894,127.922868,121.370002,120.6463734
2022/12/7,113.93,123.0695215,114.6323714,115.5288518,105.810006,118.4840683
2022/12/8,115.330002,115.0905817,117.6200441,112.3145607,113.739997,116.8185296
2022/12/9,115.900002,115.8256063,118.2031734,110.8379373,116.730004,117.3236411
2022/12/12,114.709999,115.7470294,116.1477056,112.6431361,116.470002,116.7107308
2022/12/13,120.150002,113.8633997,115.7813132,114.2903414,113.519996,116.9849326
2022/12/14,121.589996,114.5380927,119.0257789,119.7180046,125.590005,118.5709285
2022/12/15,116.150002,121.1826396,120.9056935,122.7130312,123.02999,119.037948
2022/12/16,119.43,116.8350292,117.1823717,119.8469483,110.710008,119.2542447
2022/12/19,114.480003,120.8028327,119.674669,119.6621545,122.709998,117.3948321
2022/12/20,117.089996,118.2210057,115.3274556,115.3080834,109.530006,117.3970004
2022/12/21,119.760002,117.3885123,117.1888766,112.2482682,119.699989,117.4293051
2022/12/22,117.120003,118.0158196,119.7715831,118.2775121,122.430008,118.2674107
2022/12/23,118.040001,117.4196196,117.8417725,117.2458486,114.480004,118.5417957
2022/12/27,116.879997,117.5535572,118.0120315,119.0941336,118.959999,117.426726
2022/12/28,115.620003,117.1213256,116.426374,117.3417304,115.719993,117.0082372
2022/12/29,120.260002,116.8891957,116.5863061,113.8763663,114.360009,117.0987664
2022/12/30,120.339996,118.2425064,118.2836192,118.5736862,124.900001,118.3519951
2023/1/3,124.739998,116.8708348,120.18606,120.8198078,120.41999,119.7191444
2023/1/4,127.370003,122.4804898,120.6877541,125.7252273,129.14,121.0838854
2023/1/5,126.940002,128.1961479,122.377842,131.3765768,130.000008,122.3078374
2023/1/6,130.020004,128.7566099,123.8579162,130.1796022,126.510001,123.9984744
2023/1/9,129.470001,131.5704567,125.759665,132.7138768,133.100006,125.5253459
2023/1/10,132.990005,133.7017239,126.9584567,131.4823935,128.919998,129.2818949
2023/1/11,132.889999,134.7937709,135.1275629,132.4546039,136.510009,132.0847774
2023/1/12,136.710007,135.6968974,134.1683127,136.1084903,132.789993,135.6259871
2023/1/13,136.979996,137.4679845,137.5820857,136.4165815,140.530015,136.670637
2023/1/17,135.360001,140.8424386,138.2615126,140.7256948,137.249985,137.7594985
2023/1/18,133.020004,137.7759297,137.4348971,137.7852294,133.740006,137.0179489
2023/1/19,136.149994,134.3622517,135.357437,133.3861031,130.680007,136.6848952
2023/1/20,139.369995,137.0986995,137.2623514,135.0194804,139.279984,137.9293493
2023/1/23,143.270004,139.9115626,141.1682595,137.7820123,142.589996,140.5551553
2023/1/24,143.139999,141.287947,143.234855,144.6729404,147.170013,142.9966538
2023/1/25,141.5,142.8350009,144.5868468,148.0857623,143.009994,143.5559064
2023/1/26,147.300003,142.7653763,142.8460174,143.6085957,139.860001,145.0366881
2023/1/27,151.740005,148.3458681,147.6772002,147.3423638,153.100006,146.6513038
2023/1/30,147.059998,151.7420987,149.4306938,151.8532684,156.180007,148.7637359
2023/1/31,148.970001,151.7650101,149.1833136,151.9544344,142.379991,149.7768511
2023/2/1,153.119995,151.7171765,150.7165459,151.8255578,150.880004,150.6943455
2023/2/2,188.770004,152.9455057,152.183177,153.44296,157.269989,164.5197569
2023/2/3,186.529999,172.3942485,190.6595477,181.5333714,224.420013,172.4175884
2023/2/6,186.059998,191.9963211,174.4100404,197.5065484,184.289994,184.6180959
2023/2/7,191.619995,194.1729587,188.7846996,207.8258861,185.589997,185.9830578
2023/2/8,183.429993,200.7513125,194.7544335,202.4871388,197.179992,191.3905856
2023/2/9,177.919998,203.3967067,190.6326237,187.252546,175.239991,192.1385866
2023/2/10,174.149994,184.1148497,191.0287026,178.1691891,172.410003,191.2216248
2023/2/13,179.429993,177.7340458,192.0035483,171.1760092,170.37999,192.47
2023/2/14,179.479996,179.7395347,194.3777492,167.7203105,184.709992,193.5149755
2023/2/15,177.160004,174.4146733,194.163629,177.6069318,179.529999,193.8073241
2023/2/16,172.440002,172.9773805,192.8805943,177.5334454,174.840012,192.516893
2023/2/17,172.880005,170.48914,190.5064558,174.6878927,167.72,186.1369832
2023/2/21,172.080002,170.9509857,175.0238997,171.4872914,173.320008,179.7879203
2023/2/22,171.119995,171.1496235,173.8334055,168.9202697,171.279999,173.7485035
2023/2/23,172.039993,169.9395145,172.3882054,169.4434728,170.159988,172.285103
2023/2/24,170.389999,170.9926732,170.6336981,171.0157523,172.959991,171.3570042
2023/2/27,169.539993,168.4323356,171.049109,170.2492617,168.740005,170.4110839
2023/2/28,174.940002,168.4788913,169.5504448,169.3353001,168.689987,171.4723144
2023/3/1,173.419998,171.8950123,173.8173896,173.3534396,180.340011,170.3821741
2023/3/2,174.529999,173.044108,167.778688,174.7952852,171.899994,170.0179041
