stock,,,,,,for different number of attributes (150 days),stock,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,for different number of day (9 attributes),stock,5,10,15,20,25,30,35,40,45,50,55,60,65,70,75,80,85,90,95,100,105,110,115,120,125,130,135,140,145,150
5,0.12302804,0.042009592,0.04300952,0.042009354,0.043009996,,5,0.032007456,0.034008265,0.035007477,0.048010826,0.038008451,0.053011656,0.039008856,0.042009354,0.042009592,0.054012537,0.047010422,0.046010017,0.047010422,0.060013294,0.049010992,0.050011396,0.051011324,0.065014839,,5,0.0050015,0.016003609,0.007001638,0.008001804,0.010002375,0.011002541,0.029006481,0.014003277,0.016004086,0.025005579,0.01724267,0.020004272,0.037008286,0.0210042,0.023005724,0.024005175,0.025005579,0.027005911,0.02900672,0.030006886,0.033007622,0.046010733,0.043009281,0.036007881,0.036007881,0.038008213,0.040009022,0.041009188,0.054012299,0.043009758
10,0.04000926,0.04000926,0.040008545,0.040008545,0.040009022,,10,0.029006481,0.031006813,0.032006502,0.035007715,0.03500843,0.037008286,0.037008524,0.03800869,0.040008783,0.040009022,0.043010473,0.044010162,0.045009613,0.046010256,0.047009706,0.048010588,0.050011158,0.051011324,,10,0.0010006,0.002000332,0.004000664,0.005001307,0.00900197,0.008002043,0.00900197,0.010002136,0.01200223,0.01400423,0.015002966,0.016003609,0.017003298,0.019004345,0.020004272,0.021004677,0.023005247,0.025006056,0.026006222,0.027006388,0.028006554,0.029006243,0.031007051,0.033006907,0.034007311,0.03600812,0.037008286,0.039009094,0.039271593,0.040009022
15,0.041009426,0.041009188,0.041009188,0.042009592,0.041009188,,15,0.029258013,0.032007217,0.033007383,0.035007954,0.03600812,0.038008928,0.03800869,0.041280508,0.040008783,0.042008877,0.044009924,0.045009851,0.046010256,0.04701066,0.048012018,0.050011158,0.051010847,0.053011894,,15,0.0010004,0.002000809,0.004000664,0.006001234,0.006001472,0.008001566,0.010002136,0.011002302,0.012002468,0.014003277,0.015003443,0.017003775,0.018003941,0.019004107,0.020004272,0.022004843,0.024005175,0.025006056,0.027006626,0.028006077,0.029007196,0.030007362,0.032006741,0.034007788,0.035007954,0.037008524,0.03800869,0.040009022,0.041008711,0.041009188
20,0.043316364,0.042009592,0.042010307,0.04200983,0.042008877,,20,0.031007528,0.032007217,0.034008265,0.035007954,0.037008286,0.038008213,0.039008379,0.041008949,0.042009592,0.043009758,0.046010256,0.047010899,0.048353434,0.050011396,0.050011396,0.051011562,0.05201149,0.053011656,,20,0.0010002,0.003001213,0.004000664,0.00500083,0.007001638,0.009002686,0.010002375,0.011003256,0.013002872,0.014003277,0.015003443,0.017004013,0.018003941,0.020004272,0.021004677,0.023005724,0.025005579,0.026005745,0.028006554,0.030006647,0.030006647,0.031275034,0.034007788,0.035008669,0.035007954,0.03800869,0.038008451,0.04000926,0.041009188,0.043009996
25,0.043009996,0.044009924,0.044009686,0.043009758,0.043010235,,25,0.031007051,0.033007622,0.035007715,0.036288261,0.038008451,0.039008617,0.040009022,0.041009188,0.043009996,0.044010162,0.046009064,0.048010349,0.04901123,0.051011086,0.052011967,0.05201149,0.05401206,0.055012703,,25,0.0010006,0.002999783,0.002000332,0.006000996,0.007001877,0.009001732,0.010002375,0.01200223,0.013002872,0.015003443,0.016003132,0.018004179,0.019003868,0.020004034,0.022004843,0.023005247,0.025005817,0.027006149,0.02929163,0.029006243,0.030006647,0.031007051,0.034007549,0.035007477,0.037008047,0.038008928,0.039008617,0.041008949,0.043009281,0.044306755
30,0.04300952,0.044010639,0.045009851,0.044009686,0.045009851,,30,0.032007217,0.034008026,0.036008358,0.037009001,0.039009094,0.040011406,0.041009426,0.043009758,0.045010567,0.045009851,0.04701066,0.049010992,0.05001092,0.051011324,0.053012133,0.05401206,0.05601263,0.058012724,,30,0.0010002,0.002000332,0.004000902,0.006001234,0.008001804,0.009002209,0.011001587,0.012002468,0.013002872,0.015003681,0.016003609,0.018003941,0.020004511,0.021004915,0.022004604,0.024005175,0.025005817,0.027006149,0.028006315,0.029006481,0.031007051,0.033007145,0.035007477,0.03600812,0.038008451,0.039008856,0.04000926,0.042009354,0.043009043,0.043009996
35,0.04501009,0.045010328,0.046010256,0.045009613,0.04501009,,35,0.033007622,0.034007549,0.036007881,0.03800869,0.039008379,0.040009022,0.042009592,0.044010162,0.045263052,0.047009945,0.048010349,0.051011801,0.051011801,0.053011894,0.054012299,0.055012465,0.057013035,0.059013367,,35,0.0009999,0.003000736,0.005001068,0.006001234,0.007001877,0.00900197,0.010002613,0.013003349,0.013002872,0.015003204,0.017003536,0.018003941,0.020004511,0.021004438,0.023005009,0.023005247,0.026005983,0.029006481,0.030006886,0.03000617,0.032007217,0.033007622,0.035007715,0.037009001,0.037007809,0.04000926,0.042008877,0.044009924,0.044009447,0.046010017
40,0.04501009,0.046010733,0.046010256,0.046010017,0.046010733,,40,0.034007549,0.035007954,0.037008286,0.039008617,0.041008711,0.04200983,0.04300952,0.04501009,0.046010017,0.048010588,0.050012112,0.051011324,0.052011013,0.05401206,0.056012869,0.056273937,0.058013201,0.060013533,,40,0.0010006,0.003000498,0.004001141,0.006001234,0.008002281,0.009001732,0.011269808,0.01200223,0.014003515,0.016003847,0.017003775,0.01900363,0.020004749,0.021303654,0.023005247,0.025005579,0.026005745,0.027006149,0.030007124,0.031006098,0.033007383,0.034007788,0.03600812,0.03800869,0.038008928,0.038008928,0.042009354,0.044009686,0.046010494,0.046010494
45,0.046010256,0.047010899,0.048010826,0.04701066,0.047009945,,45,0.033007383,0.036008358,0.03700757,0.040008783,0.042009592,0.043009043,0.044010162,0.046010256,0.047010422,0.049010515,0.050255299,0.054012299,0.05401206,0.055012465,0.057012796,0.058012962,0.059013367,0.06101346,,45,0.0009992,0.003000736,0.004000664,0.006001472,0.0070014,0.00900197,0.011002779,0.012002707,0.015349388,0.016003847,0.017004013,0.019004107,0.020004034,0.022005081,0.023005247,0.026005983,0.027004957,0.029006243,0.031007051,0.031006813,0.034008026,0.035008669,0.03600812,0.03800869,0.039008856,0.042009592,0.043009758,0.044009686,0.04701066,0.047010422
50,0.051010847,0.052011728,0.05001092,0.050010681,0.050010681,,50,0.034007788,0.036008358,0.039009333,0.040008783,0.041008949,0.044010401,0.044009686,0.046010256,0.051010847,0.051010609,0.059013605,0.055012465,0.056012392,0.060013533,0.069014788,0.061013937,0.07001543,0.067015171,,50,0.0020003,0.00500083,0.006000996,0.008001804,0.009001732,0.013002634,0.013002872,0.014003515,0.016002893,0.019004107,0.024004698,0.020003796,0.023005009,0.025004864,0.025004625,0.027005434,0.035007477,0.031006575,0.032006979,0.042009592,0.03600812,0.039008617,0.04000926,0.05401206,0.042008877,0.044009686,0.046009779,0.051011324,0.055012226,0.049010754
55,0.054012537,0.050011158,0.057012558,0.050011158,0.051011801,,55,0.034007788,0.037008286,0.040009499,0.041008949,0.043009758,0.044009447,0.046010494,0.047273397,0.051011562,0.050274611,0.060013294,0.061013937,0.057363033,0.058013201,0.070015907,0.06901598,0.071015835,0.068015337,,55,0.0020003,0.003000498,0.00500083,0.007001162,0.011002541,0.010002375,0.012003183,0.011003494,0.01600337,0.016003132,0.019004583,0.025005579,0.024005413,0.02900672,0.025005817,0.032007694,0.033007383,0.030006647,0.033007622,0.034007311,0.036008358,0.038008451,0.039008617,0.041009665,0.046010494,0.045009851,0.048011303,0.050011635,0.053012371,0.051011562
60,0.058013201,0.051011562,0.061013699,0.051011562,0.057012796,,60,0.036007881,0.038008451,0.040009022,0.042009592,0.044010401,0.04501009,0.046010256,0.048011303,0.051011562,0.052011728,0.055011988,0.057013035,0.058012486,0.062014103,0.065015078,0.062014103,0.064014435,0.067014456,,60,0.0020006,0.003000736,0.005001068,0.007001638,0.009002209,0.010002136,0.012003183,0.014003038,0.016003609,0.018003941,0.020003796,0.028006554,0.02200532,0.027006149,0.026005983,0.028006315,0.02900672,0.032007694,0.033007145,0.036007881,0.036007881,0.04300952,0.041009903,0.046298027,0.047010183,0.05001092,0.046010256,0.058012724,0.054011583,0.052258253
65,0.053011894,0.052011728,0.054310799,0.056013107,0.053011417,,65,0.038007736,0.044009686,0.049010992,0.048010349,0.05001092,0.048010349,0.055011988,0.056012869,0.063280582,0.054012775,0.05601263,0.065013885,0.075016737,0.068262815,0.063014984,0.064014196,0.072016478,0.073016405,,65,0.0010002,0.004001141,0.004001379,0.007000923,0.01000309,0.010002136,0.012003422,0.014003277,0.016003609,0.020004749,0.020004511,0.026005983,0.030005932,0.028006792,0.03100729,0.03000617,0.03500843,0.036314249,0.035008192,0.035007477,0.037008524,0.040009022,0.041009665,0.04501009,0.052011728,0.051011324,0.048254251,0.050011158,0.054012299,0.053011894
70,0.060013533,0.05601263,0.067014217,0.055012465,0.053012133,,70,0.03800869,0.04000926,0.043009758,0.04501009,0.050011158,0.047010422,0.049010992,0.059013605,0.054012299,0.055012941,0.060013533,0.061014414,0.061013699,0.063014269,0.072016239,0.064014673,0.067014217,0.068015099,,70,0.0010002,0.004001141,0.006001472,0.0070014,0.008001804,0.011002779,0.012003183,0.014003277,0.01600337,0.017004013,0.021005154,0.021004677,0.02900672,0.03100729,0.027006626,0.03600812,0.031006813,0.033007383,0.037008047,0.037008524,0.037008286,0.04501009,0.043385267,0.04300952,0.057012796,0.047010422,0.056013107,0.056435585,0.058013201,0.058012724
75,0.063013554,0.055012226,0.055012465,0.065014362,0.057262897,,75,0.039009094,0.041009188,0.044260025,0.046010733,0.048011065,0.048011065,0.058013439,0.056012869,0.054012299,0.062014103,0.058012962,0.061013222,0.07101512,0.064014435,0.066015005,0.086019993,0.06901598,0.074016333,,75,0.0010014,0.003000498,0.005001068,0.008001804,0.008002043,0.011002779,0.013002872,0.014003515,0.017003775,0.018004179,0.020004988,0.022004843,0.024005413,0.02600646,0.037008762,0.030006647,0.033007383,0.033007622,0.048010588,0.042009592,0.038008451,0.046010017,0.043010235,0.048011303,0.048010826,0.04901123,0.055012465,0.052012205,0.067291021,0.054012775
80,0.055011749,0.074016571,0.062013865,0.058012962,0.063014507,,80,0.039008856,0.042009592,0.04501009,0.04701066,0.048010826,0.051011801,0.055012226,0.062268257,0.05601263,0.057012558,0.064014673,0.062014103,0.064013958,0.081018209,0.082018375,0.067014456,0.074259996,0.089281321,,80,0.0020006,0.003000498,0.00500083,0.00900197,0.009001732,0.011002302,0.012002707,0.015003443,0.017003059,0.02524972,0.021004677,0.023005486,0.024005413,0.030006886,0.033007622,0.030006886,0.037008286,0.035007715,0.035008192,0.037008524,0.039008617,0.046009541,0.044009924,0.04501009,0.060013533,0.049010992,0.055012465,0.054011822,0.059013128,0.05601263
85,0.062013865,0.057013035,0.057012558,0.056012154,0.06101346,,85,0.041009426,0.04300952,0.055012465,0.048011065,0.057012796,0.051011801,0.05601263,0.058013201,0.057012796,0.059013367,0.062014341,0.066015005,0.069015741,0.066015005,0.068014622,0.070015907,0.072016001,0.073016644,,85,0.0020003,0.003000736,0.005001307,0.007001877,0.009002209,0.011002541,0.013003111,0.017004251,0.017003775,0.018003941,0.024005651,0.023005486,0.024005413,0.026005745,0.02900672,0.032007456,0.032007456,0.039010525,0.042009592,0.048010826,0.050011158,0.043009996,0.045010567,0.047010183,0.048010588,0.050011635,0.055012226,0.053012133,0.067014694,0.05926156
90,0.07701683,0.058013201,0.059013367,0.061013937,0.057013035,,90,0.04000926,0.051011562,0.046010971,0.052011728,0.051011562,0.053012371,0.053012133,0.072016001,0.062287331,0.059013367,0.06301403,0.063014269,0.065014839,0.067014933,0.072015762,0.072278976,0.089020491,0.078017473,,90,0.0010002,0.003000975,0.005001068,0.009002447,0.012002945,0.011002302,0.013002634,0.015003204,0.018004417,0.019004583,0.02200532,0.023005009,0.029006481,0.029006004,0.030005932,0.032006979,0.033007383,0.039008856,0.05001092,0.04000926,0.042009354,0.051011324,0.049010754,0.053011894,0.061013699,0.050011158,0.063014746,0.063013792,0.05901289,0.058012724
95,0.062013626,0.058013201,0.064014196,0.058013439,0.059280872,,95,0.04000926,0.044010162,0.056012392,0.063013554,0.051011324,0.053012133,0.054011822,0.074015856,0.058012486,0.076016426,0.066015005,0.066015005,0.073016405,0.071015596,0.072292805,0.081018448,0.073016167,0.094021559,,95,0.0010002,0.003000498,0.006001234,0.007001638,0.00900197,0.011002541,0.013002634,0.016003847,0.018004656,0.023005486,0.026005507,0.023005247,0.026005983,0.034473896,0.034007549,0.032006979,0.033007145,0.035007954,0.042008877,0.038008451,0.053011894,0.043009043,0.054012537,0.056013107,0.062013388,0.052012444,0.064014196,0.062013149,0.057012081,0.061014175
100,0.066014767,0.073016167,0.061013937,0.059013128,0.06301403,,100,0.053011894,0.04501009,0.053011894,0.066014528,0.052012205,0.057012558,0.058012724,0.064296961,0.06301403,0.072015762,0.07001543,0.066015005,0.074015856,0.077017307,0.081018209,0.079017878,0.074016571,0.082018375,,100,0.0020008,0.004000425,0.006001472,0.008001566,0.00900197,0.012002945,0.017003298,0.019004345,0.019003391,0.020004511,0.022004604,0.026005507,0.02530098,0.034007788,0.031006575,0.038008213,0.034007311,0.037008524,0.040008783,0.049011707,0.042009354,0.044010162,0.049010754,0.05401206,0.050011635,0.055012465,0.055012465,0.064014196,0.064014673,0.064014196
