Code,A,AAL,AAP,AAPL,ABBV,ABC,ABT,ACGL,ACN,ADBE,ADI,ADM,ADP,ADSK,AEE,AEP,AES,AFL,AIG,AIZ,AJG,AKAM,ALB,ALGN,ALK,ALL,ALLE,AMAT,AMCR,AMD,AME,AMGN,AMP,AMT,AMZN,ANET,ANSS,AON,AOS,APA,APD,APH,APTV,ARE,ATO,ATVI,AVB,AVGO,AVY,AWK,AXP,AZO,BA,BAC,BALL,BAX,BBWI,BBY,BDX,BEN,BF-B,BIIB,BIO,BK,BKNG,BKR,BLK,BMY,BR,BRK-B,BRO,BSX,BWA,BXP,C,CAG,CAH,CARR,CAT,CB,CBOE,CBRE,CCI,CCL,CDAY,CDNS,CDW,CE,CEG,CF,CFG,CHD,CHRW,CHTR,CI,CINF,CL,CLX,CMA,CMCSA,CME,CMG,CMI,CMS,CNC,CNP,COF,COO,COP,COST,CPB,CPRT,CPT,CRL,CRM,CSCO,CSGP,CSX,CTAS,CTLT,CTRA,CTSH,CTVA,CVS,CVX,CZR,D,DAL,DD,DE,DFS,DG,DGX,DHI,DHR,DIS,DISH,DLR,DLTR,DOV,DOW,DPZ,DRI,DTE,DUK,DVA,DVN,DXC,DXCM,EA,EBAY,ECL,ED,EFX,EIX,EL,ELV,EMN,EMR,ENPH,EOG,EPAM,EQIX,EQR,EQT,ES,ESS,ETN,ETR,ETSY,EVRG,EW,EXC,EXPD,EXPE,EXR,F,FANG,FAST,FBIN,FCX,FDS,FDX,FE,FFIV,FIS,FISV,FITB,FLT,FMC,FOX,FOXA,FRC,FRT,FSLR,FTNT,FTV,GD,GE,GEN,GILD,GIS,GL,GLW,GM,GNRC,GOOG,GOOGL,GPC,GPN,GRMN,GS,GWW,HAL,HAS,HBAN,HCA,HD,HES,HIG,HII,HLT,HOLX,HON,HPE,HPQ,HRL,HSIC,HST,HSY,HUM,HWM,IBM,ICE,IDXX,IEX,IFF,ILMN,INCY,INTC,INTU,INVH,IP,IPG,IQV,IR,IRM,ISRG,IT,ITW,IVZ,J,JBHT,JCI,JKHY,JNJ,JNPR,JPM,K,KDP,KEY,KEYS,KHC,KIM,KLAC,KMB,KMI,KMX,KO,KR,L,LDOS,LEN,LH,LHX,LIN,LKQ,LLY,LMT,LNC,LNT,LOW,LRCX,LUMN,LUV,LVS,LW,LYB,LYV,MA,MAA,MAR,MAS,MCD,MCHP,MCK,MCO,MDLZ,MDT,MET,META,MGM,MHK,MKC,MKTX,MLM,MMC,MMM,MNST,MO,MOH,MOS,MPC,MPWR,MRK,MRNA,MRO,MS,MSCI,MSFT,MSI,MTB,MTCH,MTD,MU,NCLH,NDAQ,NDSN,NEE,NEM,NFLX,NI,NKE,NOC,NOW,NRG,NSC,NTAP,NTRS,NUE,NVDA,NVR,NWL,NWS,NWSA,NXPI,O,ODFL,OGN,OKE,OMC,ON,ORCL,ORLY,OTIS,OXY,PARA,PAYC,PAYX,PCAR,PCG,PEAK,PEG,PEP,PFE,PFG,PG,PGR,PH,PHM,PKG,PKI,PLD,PM,PNC,PNR,PNW,POOL,PPG,PPL,PRU,PSA,PSX,PTC,PWR,PXD,PYPL,QCOM,QRVO,RCL,RE,REG,REGN,RF,RHI,RJF,RL,RMD,ROK,ROL,ROP,ROST,RSG,RTX,SBAC,SBNY,SBUX,SCHW,SEDG,SEE,SHW,SIVB,SJM,SLB,SNA,SNPS,SO,SPG,SPGI,SRE,STE,STLD,STT,STX,STZ,SWK,SWKS,SYF,SYK,SYY,T,TAP,TDG,TDY,TECH,TEL,TER,TFC,TFX,TGT,TJX,TMO,TMUS,TPR,TRGP,TRMB,TROW,TRV,TSCO,TSLA,TSN,TT,TTWO,TXN,TXT,TYL,UAL,UDR,UHS,ULTA,UNH,UNP,UPS,URI,USB,V,VFC,VICI,VLO,VMC,VNO,VRSK,VRSN,VRTX,VTR,VTRS,VZ,WAB,WAT,WBA,WBD,WDC,WEC,WELL,WFC,WHR,WM,WMB,WMT,WRB,WRK,WST,WTW,WY,WYNN,XEL,XOM,XRAY,XYL,YUM,ZBH,ZBRA,ZION,ZTS,Total
ETS,0.017001162,0.017002115,0.017001162,0.0170014,0.017002115,0.017001162,0.0170014,0.017002831,0.017001162,0.0170014,0.016504536,0.017001638,0.0170014,0.0170014,0.017002115,0.0170014,0.0170014,0.016001234,0.017001638,0.011666546,0.028869877,0.017001877,0.017001162,0.017466793,0.023537407,0.017000923,0.017001638,0.016001472,0.015001068,0.031913052,0.0170014,0.017001877,0.014776955,0.026352177,0.016504297,0.017001877,0.010835419,0.023309479,0.0170014,0.017002592,0.017001162,0.017001162,0.0170014,0.010593901,0.022737989,0.017003307,0.017002354,0.016000757,0.017504225,0.03009654,0.017001638,0.0170014,0.015535364,0.024872551,0.017001638,0.017001638,0.017001162,0.014001379,0.026089916,0.016503582,0.017001638,0.017001638,0.013595829,0.026825676,0.017001877,0.0170014,0.0170014,0.012000809,0.0281036,0.017002115,0.017001638,0.016502867,0.017001877,0.017001638,0.010836849,0.022892485,0.017002831,0.017001877,0.016000996,0.017001638,0.026199827,0.0211413,0.017001877,0.017001638,0.017505417,0.016000757,0.0170014,0.017001877,0.0170014,0.0170014,0.017001638,0.016317854,0.017001162,0.017001877,0.0170014,0.016001234,0.017002354,0.017002115,0.017503271,0.016001711,0.017001638,0.017001638,0.017001638,0.011658678,0.028027782,0.017000923,0.017002592,0.017001162,0.011092911,0.028899202,0.017001638,0.01650382,0.017001162,0.011000404,0.028981695,0.017001638,0.017001638,0.017001638,0.016000996,0.017001877,0.017001162,0.017001877,0.016000996,0.017003307,0.017000685,0.016542444,0.017001638,0.0170014,0.017001638,0.0170014,0.016001711,0.017001638,0.017000923,0.017001877,0.0170014,0.017001638,0.016001234,0.017002115,0.017002354,0.0170014,0.016504536,0.0170014,0.017002115,0.013000259,0.026819477,0.017000923,0.017001877,0.017001162,0.01200057,0.02898098,0.017002115,0.017001877,0.016504059,0.010801325,0.022714863,0.017003069,0.016001234,0.018001804,0.016001711,0.031013498,0.016001234,0.017001638,0.016620407,0.023400793,0.017506371,0.016001234,0.0170014,0.017001638,0.017002115,0.017001162,0.017001162,0.017001638,0.016001711,0.014923105,0.025556812,0.017001162,0.017002115,0.0170014,0.013503323,0.026301155,0.023535261,0.017001638,0.016001234,0.017001877,0.0170014,0.017001877,0.016000996,0.0170014,0.017002354,0.017001638,0.011948833,0.015502939,0.022537718,0.016000996,0.0170014,0.017001638,0.017001877,0.016000996,0.017001638,0.017002354,0.017000685,0.016001472,0.017001877,0.017001877,0.0170014,0.016503344,0.017002354,0.016000996,0.011674414,0.028836021,0.0170014,0.017001638,0.016001472,0.011000404,0.026301394,0.020045052,0.017004023,0.016001472,0.01750351,0.016001711,0.017001638,0.017001638,0.017001162,0.016001711,0.017001162,0.016452084,0.024040709,0.0170014,0.016001472,0.016000996,0.016150246,0.023857126,0.0170014,0.017001638,0.017001638,0.01500083,0.031904707,0.016001472,0.017001162,0.015171776,0.024937878,0.017002831,0.0170014,0.016505251,0.015001307,0.025641212,0.01635004,0.017001877,0.016001234,0.017001877,0.017001638,0.017001162,0.0170014,0.016001711,0.0170014,0.017002354,0.017001638,0.01650382,0.017001877,0.017001638,0.016001472,0.017001162,0.0170014,0.017001638,0.016001472,0.017001638,0.017001162,0.017001877,0.016001234,0.017003069,0.017001877,0.017001162,0.016504297,0.017002115,0.017001162,0.011111507,0.028723488,0.017001162,0.017001877,0.016001234,0.017001638,0.017001638,0.017001162,0.017003069,0.016001234,0.016742001,0.016998777,0.0170014,0.0170014,0.016001472,0.030152569,0.017001638,0.017001162,0.016180286,0.024638424,0.016001949,0.0170014,0.013820658,0.019827375,0.0170014,0.017001877,0.016001234,0.017000923,0.017001877,0.01478363,0.025547991,0.0170014,0.016001234,0.0170014,0.014001856,0.026231298,0.010458241,0.022674809,0.017001638,0.017001638,0.016000996,0.014000902,0.02707077,0.016000757,0.017001638,0.017001638,0.013385067,0.026541481,0.017504225,0.016001472,0.017001877,0.013000259,0.026971588,0.0170014,0.0170014,0.016001472,0.017001638,0.017001638,0.017001638,0.01600338,0.0170014,0.016001949,0.013036499,0.028514872,0.016002188,0.017000923,0.017001638,0.011000166,0.026581774,0.019741783,0.017003307,0.016000757,0.016002188,0.017001877,0.015534172,0.024890432,0.016001711,0.017000923,0.017001638,0.0170014,0.016656647,0.016000757,0.017001162,0.017001638,0.016184816,0.023738155,0.017001162,0.016503344,0.0170014,0.016001711,0.031028519,0.016000996,0.0170014,0.015697966,0.024769554,0.016001234,0.017001638,0.017003784,0.01500083,0.015524158,0.025752554,0.017001638,0.0170014,0.017001162,0.016001711,0.0170014,0.017001638,0.016097794,0.017001638,0.017001162,0.016001711,0.015068302,0.025881777,0.016001234,0.017001638,0.017001877,0.014000664,0.026076326,0.016999969,0.016000996,0.0170014,0.017001638,0.016001711,0.017001162,0.017002831,0.017001162,0.016503582,0.017001877,0.016000996,0.017001877,0.0170014,0.016001234,0.0170014,0.017001638,0.017001638,0.016001472,0.017001877,0.017000923,0.016001472,0.016001472,0.017001638,0.016504297,0.0170014,0.017002115,0.016000757,0.017001638,0.017001877,0.017001162,0.016001949,0.017001162,0.0170014,0.016001711,0.017001162,0.017002354,0.0170014,0.017001877,0.016505728,0.017001638,0.016001472,0.0170014,0.017001638,0.017001638,0.016001711,0.017001638,0.017000923,0.01085187,0.022903452,0.016002903,0.017001877,0.017002115,0.016502628,0.01100112,0.026164064,0.01966692,0.017002831,0.016001472,0.017001638,0.017001877,0.017001162,0.016001472,0.017001638,0.017001877,0.017001638,0.016001949,0.01750351,0.016001711,0.017001162,0.017002115,0.016000757,0.017258654,0.017001638,0.016001472,0.0170014,0.017001638,0.016000996,0.017002115,0.017000923,0.017002592,0.016000996,0.017504225,0.016001472,0.017001162,0.017001877,0.016001472,0.017001162,0.017001877,0.0170014,0.016001472,0.0170014,0.0170014,0.017001162,0.016211996,0.017002115,0.017002115,0.016503105,0.016064892,0.017001638,0.017001638,0.017001877,0.016001472,0.017001162,0.017001638,0.0170014,0.016002426,0.017000446,0.017001877,0.016001234,0.017002115,0.017001638,8.806242743
ARIMA,0.276596308,0.282418728,0.31316638,0.265879393,0.308859825,0.266171217,0.266406298,0.287199259,0.298042774,0.282418251,0.257789373,0.289536715,0.30655098,0.282034636,0.281680107,0.28191328,0.282417536,0.291918278,0.27691102,0.27191186,0.266789913,0.291373491,0.271293879,0.277411222,0.279404163,0.269251108,0.282417774,0.293416977,0.269637108,0.266793966,0.298047304,0.282413721,0.260448456,0.281913042,0.298047066,0.281548262,0.282417536,0.284041166,0.300543308,0.271922827,0.277006865,0.298041344,0.2864182,0.282415628,0.298040867,0.266410828,0.292121887,0.282416821,0.267172098,0.264656067,0.266790152,0.266787767,0.28654027,0.256281376,0.266789913,0.281912804,0.282414436,0.28115344,0.290958166,0.282419205,0.286339283,0.313672066,0.281919956,0.266789198,0.276082277,0.266793013,0.282413244,0.265013218,0.314050436,0.250784159,0.281916618,0.295192242,0.298042297,0.273913622,0.268617153,0.280836821,0.260637999,0.282037497,0.273122311,0.31366992,0.282415628,0.29270792,0.281288624,0.269412518,0.295038223,0.281536102,0.298048019,0.25116539,0.26640892,0.260820389,0.298043489,0.266788244,0.29665494,0.27588892,0.276245594,0.282418728,0.275454044,0.281912327,0.265449524,0.280194044,0.266791582,0.289038897,0.259788752,0.27690649,0.344921827,0.282415628,0.265573025,0.297420263,0.282412529,0.250781298,0.307168961,0.28253293,0.272821426,0.283627033,0.259192705,0.266787529,0.275413036,0.301012039,0.299670458,0.280411482,0.266789913,0.29143095,0.298042059,0.266791105,0.281276941,0.282418966,0.282415152,0.282418251,0.280408382,0.292573214,0.272408247,0.260920048,0.282417297,0.250784874,0.266791344,0.269521952,0.262285471,0.266793966,0.281911135,0.292555809,0.282416344,0.298042297,0.280364513,0.266796112,0.282414198,0.298042774,0.277409792,0.295122623,0.266790152,0.266881227,0.262610435,0.266792297,0.26678896,0.29278636,0.254287958,0.266794682,0.298041821,0.283008814,0.295539379,0.266788244,0.260955572,0.266404867,0.266793966,0.282417297,0.299336672,0.28398633,0.290098667,0.282419443,0.281415701,0.282417774,0.298038483,0.261452436,0.266407728,0.282417059,0.281915188,0.299982786,0.266791344,0.28153038,0.289500237,0.298045397,0.266789913,0.298041582,0.266445875,0.275462627,0.251166105,0.299966097,0.298045397,0.313667297,0.26678896,0.294246197,0.264289856,0.282417059,0.297094107,0.282416582,0.298043728,0.278407812,0.263999224,0.282415152,0.282416821,0.27296114,0.30053997,0.278508425,0.282415152,0.285087824,0.282416582,0.27441144,0.27237463,0.283464193,0.282414675,0.285508156,0.278587818,0.275914192,0.266788244,0.303739071,0.276224136,0.313669205,0.282414913,0.260928154,0.2952106,0.307500601,0.266792536,0.256103516,0.281914711,0.298047066,0.28102684,0.313671589,0.298046589,0.266789436,0.26382947,0.2637887,0.282415152,0.359182358,0.298048258,0.282034397,0.251163483,0.276432514,0.287366867,0.281913757,0.289524078,0.282414436,0.282414436,0.298049927,0.268002033,0.266792536,0.282416344,0.27349782,0.266407013,0.298044205,0.26679039,0.297123671,0.282413006,0.26640892,0.276613235,0.297421694,0.274393797,0.282415628,0.302367449,0.265904427,0.266793013,0.297783136,0.281794786,0.282414198,0.266409159,0.292073965,0.298045397,0.282415867,0.266790867,0.282639265,0.30054307,0.262283802,0.292101383,0.298041105,0.274754286,0.302897692,0.252184153,0.298043966,0.282418966,0.2764709,0.282416105,0.266404867,0.266793728,0.265389442,0.282037258,0.251167059,0.266793728,0.291558027,0.297040462,0.266410828,0.297188282,0.306728363,0.291883469,0.30515337,0.266793728,0.26790905,0.280911922,0.265405416,0.282417774,0.282410622,0.250782013,0.260856152,0.298043013,0.266405344,0.281647682,0.281910896,0.267172098,0.250782013,0.275920391,0.275481939,0.285908461,0.272409439,0.27667141,0.266792297,0.26641202,0.280583858,0.282416105,0.266790152,0.282037497,0.276420355,0.298046112,0.266790152,0.286866188,0.265785694,0.298044443,0.266790152,0.274138212,0.282415628,0.268975019,0.266788721,0.291824818,0.273410559,0.291037798,0.275812149,0.266789675,0.298042059,0.270912886,0.277010918,0.267173052,0.281913042,0.295313358,0.262817383,0.282416821,0.266790628,0.269515038,0.278410196,0.268866301,0.282418251,0.29237175,0.279915094,0.268913031,0.296700239,0.266790152,0.282417059,0.266409397,0.276452303,0.282420635,0.282416344,0.281534672,0.312547207,0.282033443,0.26678896,0.262497187,0.318400621,0.276252985,0.296896219,0.26640749,0.298042774,0.282415628,0.292211771,0.282414436,0.298042774,0.296046257,0.282414436,0.294417381,0.254789352,0.26106143,0.285039425,0.263786077,0.305837393,0.258512974,0.299065351,0.277833223,0.280404091,0.282418966,0.281915426,0.26679039,0.308608532,0.282412529,0.313669443,0.26512289,0.298043489,0.298040628,0.282801151,0.291205883,0.266285419,0.285036564,0.278502226,0.298042774,0.29603219,0.288383245,0.275197744,0.282417297,0.298044205,0.29170537,0.26640892,0.266791105,0.282416344,0.265366316,0.266793013,0.297538519,0.27658391,0.282413244,0.298044205,0.266410112,0.312662125,0.266788006,0.311881065,0.264962435,0.266404629,0.282416821,0.266790867,0.264017582,0.262783766,0.251163244,0.287538052,0.27639842,0.298040867,0.26679039,0.260929585,0.297535896,0.282418013,0.282415628,0.264951468,0.275052071,0.28465414,0.267438173,0.282808065,0.266913414,0.281916618,0.29208231,0.313671112,0.282416105,0.285627842,0.277823687,0.269914389,0.294036865,0.261317492,0.298417807,0.282416344,0.281914711,0.26575923,0.283860445,0.260649681,0.2828722,0.28203392,0.266791582,0.282416105,0.30766511,0.281910419,0.298046112,0.312795639,0.298048496,0.282416582,0.282415152,0.260448456,0.266795397,0.281914473,0.281504869,0.26640892,0.264359236,0.282418966,0.281415701,0.266792536,0.297538519,0.290517092,0.268237352,0.282035828,0.282415867,0.281525135,0.329295397,0.266792297,0.292160749,0.266187191,0.298042774,0.266410589,0.281680822,0.266793966,0.27974987,0.282040596,0.261941433,0.266168594,0.292437077,0.273437738,0.27225399,0.288027287,0.266792774,0.282620907,0.298048735,0.266792059,0.292664766,0.266191483,0.266411781,0.313669682,0.292100906,0.270844936,141.4393985
ARMAGARCH,0.77243884,0.724460705,0.83322027,0.734073763,0.819507764,0.718692279,0.823485039,0.76381863,0.737329571,0.859518796,0.703349934,0.7298287,0.734519939,0.8072653,0.769202261,0.724038459,0.705882899,0.698044616,0.741210776,0.793057245,0.823006073,0.832439509,0.847517795,0.811228079,0.717596147,0.802760189,0.801564182,0.817078797,0.790747654,0.780841158,0.800690355,0.814813351,0.764006201,0.803120951,0.728828394,0.746271723,0.871968514,0.758904126,0.823459918,0.826578472,0.808464684,0.755859866,0.809819545,0.762492413,0.744737349,0.816740637,0.785884508,0.824514248,0.717278996,0.703065257,0.742045998,0.766927948,0.747324728,0.71621434,0.798501686,0.803485244,0.78582313,0.708075713,0.709577245,0.815647872,0.823306811,0.851292228,0.822508609,0.810580391,0.712821038,0.768304166,0.766138459,0.772544586,0.766431255,0.725307299,0.779615156,0.750668218,0.837022241,0.733669192,0.848137901,0.777141824,0.761514493,0.808117024,0.806752754,0.739134091,0.79963655,0.786302107,0.826972942,0.729077998,0.813811724,0.778592117,0.750675282,0.8202567,0.75415609,0.821588507,0.739973588,0.811237902,0.711121026,0.727123099,0.759314617,0.710949171,0.733257014,0.775094005,0.760496489,0.795418137,0.828206379,0.836958459,0.792094569,0.789280279,0.789153656,0.813345184,0.783186143,0.856770076,0.778802323,0.741993938,0.754539765,0.752087104,0.79471051,0.828976059,0.785673194,0.720245066,0.710535485,0.803219917,0.748037369,0.769081921,0.818558211,0.785257837,0.789704618,0.832689661,0.730608558,0.7877989,0.725827717,0.741081613,0.817659649,0.80628648,0.767972587,0.737290551,0.763198759,0.769962433,0.711953427,0.764539489,0.730089953,0.819183395,0.722454981,0.706074436,0.823553084,0.775529996,0.729248736,0.814611128,0.773984248,0.773540665,0.769020145,0.839301722,0.72810452,0.848259833,0.82953269,0.77181334,0.707442109,0.744816026,0.726039174,0.747220625,0.841440281,0.790357677,0.830640452,0.876856608,0.698440452,0.784129099,0.735259899,0.823990058,0.733164618,0.825632066,0.809107154,0.788678102,0.813245265,0.713963289,0.736743368,0.742826587,0.701253369,0.772640029,0.736447415,0.837942006,0.732116027,0.712498127,0.821134238,0.740813407,0.740000925,0.786352179,0.751324412,0.817620398,0.717646866,0.808026788,0.717690701,0.712804076,0.772935545,0.841248016,0.729527272,0.794166546,0.819513316,0.737959897,0.815482831,0.772775881,0.83509507,0.783859053,0.755281578,0.690313018,0.813880153,0.763755824,0.79857862,0.702753166,0.745648682,0.718165649,0.787520869,0.770230093,0.71239611,0.750865804,0.763141767,0.778973542,0.776994519,0.796914294,0.806760204,0.76395785,0.789692039,0.815460585,0.82969511,0.701767003,0.738035195,0.72670444,0.809263322,0.729457196,0.729770883,0.871583648,0.772353497,0.799400314,0.83934834,0.794056458,0.753238075,0.784009314,0.773963446,0.734651134,0.783682625,0.77147934,0.798326895,0.930269505,0.892064004,0.824172077,0.747277505,0.843682374,0.794338345,0.842091477,0.752752328,0.79141439,0.703201321,0.827981249,0.762280945,0.807573754,0.758631122,0.845084304,0.761616606,0.720986379,0.860883488,0.755577764,0.807941189,0.779182087,0.718938181,0.727961054,0.761696614,0.733241256,0.81894411,0.798887675,0.753489963,0.769738414,0.796586612,0.719992114,0.752741605,0.717511347,0.787614801,0.778794001,0.848556326,0.803534419,0.763137598,0.782164853,0.84029876,0.701111536,0.753272404,0.699030054,0.78359963,0.76472666,0.754059617,0.802956502,0.841178287,0.845754286,0.737137166,0.844386902,0.854569991,0.772701438,0.710426943,0.800474728,0.72627015,0.706697678,0.771633826,0.775617466,0.788998498,0.857360201,0.819120334,0.799633796,0.744111219,0.799920547,0.745024308,0.804256947,0.771782502,0.811999454,0.832128304,0.860668163,0.78785608,0.77992016,0.77323946,0.795489964,0.833446607,0.779953294,0.744664469,0.830867872,0.696642957,0.764226628,0.782314572,0.819120255,0.774462276,0.846151238,0.822280377,0.771164071,0.796328856,0.837041503,0.80191817,0.807567032,0.838063365,0.736235801,0.782046641,0.735261247,0.818512449,0.7135458,0.793719459,0.780799773,0.719502399,0.747688786,0.803018885,0.741666958,0.837163771,0.750030836,0.802309091,0.777423108,0.830896365,0.767485919,0.778109052,0.761199109,0.769360991,0.786746529,0.754412548,0.745184272,0.753873035,0.695769725,0.786411927,0.808791787,0.784025578,0.895289806,0.798515342,0.84355927,0.734137212,0.760852529,0.767618848,0.770307277,0.775708315,0.789277037,0.845544225,0.754120999,0.796700276,0.706624442,0.830901931,0.715937792,0.723286965,0.833081978,0.792612865,0.838941646,0.724928316,0.742135397,0.723729348,0.735235506,0.77247548,0.702377696,0.771849312,0.78983277,0.811036526,0.819663252,0.814957176,0.840733643,0.728474388,0.713535084,0.716351976,0.854246078,0.730663557,0.839344347,0.787653497,0.806578844,0.794103374,0.810878157,0.752029513,0.832696114,0.868615923,0.828727673,0.839497181,0.843931144,0.860693846,0.810992912,0.839746314,0.8032851,0.756141825,0.694107505,0.811038989,0.823800535,0.728866526,0.815822625,0.7307296,0.790561955,0.837411258,0.760334364,0.70016848,0.836108082,0.790736001,0.733876015,0.837571392,0.792944941,0.730094071,0.840773154,0.798883038,0.80726258,0.744355245,0.7925965,0.828227504,0.839107489,0.857519543,0.817904546,0.745113464,0.848028189,0.784925609,0.781813239,0.837850208,0.804027302,0.735039073,0.801760526,0.718770495,0.797850719,0.760946904,0.748641844,0.780294836,0.812924773,0.754327256,0.777222175,0.840889432,0.761569793,0.765716005,0.855943151,0.833797518,0.765461092,0.72611128,0.820105761,0.787919597,0.71822048,0.854142412,0.806528564,0.727192102,0.735664311,0.792039408,0.753746676,0.79805373,0.820450153,0.829611121,0.728424453,0.736880222,0.885766863,0.749615651,0.861378885,0.709733662,0.811070974,0.749921197,0.748536768,0.861999561,0.708138469,0.792454418,0.806276917,0.802436596,0.701805513,0.775231883,0.83615586,0.746278597,0.796013531,0.810074876,0.838031455,0.770053459,0.817141416,0.766182502,0.81904059,0.831808957,0.743333761,0.912143687,0.873308479,0.757785739,0.805644922,0.753693704,0.724759472,0.774074731,0.764545516,393.3881972
